# Stretch,Cauchy_stress
1.000000000000000000e+00,-9.392169112367305256e-03
1.001734160519759609e+00,-1.896866258313887081e-03
1.003736993796101817e+00,-2.463253789664016438e-02
1.005715402276391002e+00,-9.445849137092378334e-03
1.007742660348786012e+00,-1.908243848335227158e-03
1.009745493625128221e+00,-3.235165552155239849e-02
1.011748326901470429e+00,-9.502511385413289768e-03
1.013751160177812638e+00,-1.719980808767484354e-02
1.015753993454154624e+00,-2.492744502999329551e-02
1.017756826730496611e+00,-1.927206498370793086e-03
1.019759660006838820e+00,-3.267250356015417856e-02
1.021762493283181028e+00,-1.733573236312977925e-02
1.023765326559523237e+00,-1.938584088392133597e-03
1.025768159835865445e+00,-2.517320097445424273e-02
1.027770993112207432e+00,-1.946169148406360098e-03
1.029773826388549640e+00,-9.671809924930828070e-03
1.031801084460944651e+00,-1.750605211072728262e-02
1.033779492941234057e+00,5.872640215283100526e-03
1.035782326217576044e+00,-2.541895691891518649e-02
1.037809584289971276e+00,-9.747283122087023466e-03
1.039812417566313485e+00,-1.968970578814980762e-03
1.041790826046602447e+00,-2.556641048559174859e-02
1.043793659322944656e+00,-9.803486566777803654e-03
1.045820917395339666e+00,-9.822526917428148902e-03
1.047823750671681875e+00,-1.777790066163716792e-02
1.049826583948024084e+00,-1.987933228850547341e-03
1.051829417224366070e+00,-9.878959763933993846e-03
1.053832250500708279e+00,-1.995518288864774059e-03
1.055835083777050487e+00,-1.999310818871887635e-03
1.057837917053392696e+00,-1.794780600595584710e-02
1.059840750329734904e+00,6.020687636658341758e-03
1.061843583606076891e+00,-1.801576814368331669e-02
1.063846416882418877e+00,-1.804974921254704975e-02
1.065849250158761086e+00,-2.018273468907453780e-03
1.067852083435103294e+00,-1.811771135027452281e-02
1.069879341507498305e+00,-2.025904779287620791e-03
1.071857749987787711e+00,-2.029651058928794074e-03
1.073860583264129698e+00,2.228654173473754163e-02
1.075887841336524930e+00,1.417948529039036662e-02
1.077890674612866917e+00,1.420588129923987426e-02
1.079869083093156323e+00,-1.014231304762794675e-02
1.081871916369498310e+00,2.245280625024939289e-02
1.083899174441893543e+00,-1.018016434711357422e-02
1.085902007718235529e+00,-1.019897529594885471e-02
1.087880416198524713e+00,6.179973896957100671e-03
1.089907674270919724e+00,-2.674723782848945075e-02
1.091910507547261933e+00,6.202867828097602572e-03
1.093913340823604141e+00,-1.027421909128998535e-02
1.095916174099946350e+00,-1.029303004012526758e-02
1.097919007376288336e+00,2.278584218528379238e-02
1.099921840652630545e+00,-2.082792729394320960e-03
1.101924673928972753e+00,-1.034946288663111252e-02
1.103927507205314962e+00,6.271133368225642601e-03
1.105930340481656948e+00,1.457542542313299688e-02
1.107933173757998935e+00,1.460182143198250279e-02
1.109936007034341143e+00,1.462821744083201217e-02
1.111938840310683352e+00,-1.044351763080752366e-02
1.113966098383078362e+00,1.468133136107797540e-02
1.115944506863367769e+00,-2.113132969451227399e-03
1.117947340139709755e+00,-2.116925499458340541e-03
1.119950173416051964e+00,6.362154088396361484e-03
1.121977431488446975e+00,3.169838760279053425e-02
1.123980264764789183e+00,1.481331140532551882e-02
1.125958673245078367e+00,1.483938551162808372e-02
1.127985931317473600e+00,1.486610342302453758e-02
1.129988764593815809e+00,3.192472579361506357e-02
1.131991597870157795e+00,3.198131034132119244e-02
1.133994431146499782e+00,3.203789488902731436e-02
1.135997264422841990e+00,3.209447943673344322e-02
1.138000097699184199e+00,3.215106398443957902e-02
1.140002930975526407e+00,3.220764853214571483e-02
1.142005764251868394e+00,2.370080392460966606e-02
1.144008597528210602e+00,3.232081762755797255e-02
1.146011430804552811e+00,3.237740217526410835e-02
1.148014264080895019e+00,3.243398672297023722e-02
1.150017097357237228e+00,3.249057127067636608e-02
1.152019930633579214e+00,3.254715581838249494e-02
1.154022763909921201e+00,3.260374036608862380e-02
1.156025597186263409e+00,3.266032491379475267e-02
1.158028430462605618e+00,3.271690946150088847e-02
1.160055688535000629e+00,3.277418406466684614e-02
1.162034097015290035e+00,3.283007855691315313e-02
1.164036930291632022e+00,3.288666310461928199e-02
1.166064188364027254e+00,4.177609258922900665e-02
1.168067021640369241e+00,5.945402400989330954e-02
1.170045430120658647e+00,3.305641674773767552e-02
1.172072688193053658e+00,5.965791042307572872e-02
1.174075521469395866e+00,5.086701826810934718e-02
1.176078354745737853e+00,4.213486592790192942e-02
1.178081188022079839e+00,5.996374004284932974e-02
1.180084021298422048e+00,3.334002954172815558e-02
1.182086854574764256e+00,5.121411061436035445e-02
1.184089687851106465e+00,6.026956966262295851e-02
1.186092521127448673e+00,4.249363926657484525e-02
1.188095354403790660e+00,5.147442987404860643e-02
1.190098187680132868e+00,6.958959560418177814e-02
1.192101020956475077e+00,7.864578170819695735e-02
1.194103854232817286e+00,6.077928569557899258e-02
1.196106687509159272e+00,8.796975188096317622e-02
1.198133945581554505e+00,8.811885011065258289e-02
1.200112354061843467e+00,6.108511531535260053e-02
1.202115187338185676e+00,9.742582234892838144e-02
1.204142445410580686e+00,7.944018354363328871e-02
1.206145278686922895e+00,9.775244243319952675e-02
1.208123687167212079e+00,9.791278320184172712e-02
1.210150945239607312e+00,9.807708300180843775e-02
1.212153778515949298e+00,1.074206559296748270e-01
1.214156611792291507e+00,1.075981463340077438e-01
1.216159445068633715e+00,1.077756367383406466e-01
1.218162278344975924e+00,1.079531271426735634e-01
1.220165111621318133e+00,1.172801313394454675e-01
1.222167944897660119e+00,1.358942756175779421e-01
1.224170778174002105e+00,1.545687969734236278e-01
1.226173611450344314e+00,1.363396703416133171e-01
1.228176444726686523e+00,1.736797959827514337e-01
1.230179278003028731e+00,1.553274546760465835e-01
1.232182111279370718e+00,1.463407162715128773e-01
1.234184944555712926e+00,1.745294744055450875e-01
1.236187777832055135e+00,1.654494064625729455e-01
1.238190611108397343e+00,1.750959266874075326e-01
1.240193444384739552e+00,1.846788508090594916e-01
1.242220702457134562e+00,1.849807324975964173e-01
1.244199110937423525e+00,1.852753399285781977e-01
1.246201944213765733e+00,1.855735844883376062e-01
1.248229202286160744e+00,1.858754661768745597e-01
1.250012212398026401e+00,2.521329708170114703e-01
1.251599824141468531e+00,2.241079093781741527e-01
1.253627082213863542e+00,2.433667208570182150e-01
1.255605490694152504e+00,2.437507894458312008e-01
1.257608323970494713e+00,2.251837742905919981e-01
1.259611157246836921e+00,2.540691202861405373e-01
1.261638415319232154e+00,2.640340927806212323e-01
1.263616823799521338e+00,2.644481316065636634e-01
1.265644081871916349e+00,2.552859877641935893e-01
1.267646915148258557e+00,2.460883920913230494e-01
1.269649748424600544e+00,2.560939483569090180e-01
1.271652581700942752e+00,2.661298448625520341e-01
1.273655414977284961e+00,2.665489952789382166e-01
1.275658248253627169e+00,2.669681456953243992e-01
1.277661081529969378e+00,2.769679484153875215e-01
1.279663914806311364e+00,2.870947139400009118e-01
1.281666748082653351e+00,2.682255969444827803e-01
1.283669581358995559e+00,2.976190994106478471e-01
1.285672414635337768e+00,2.980834567847188699e-01
1.287675247911679977e+00,3.373658572934511435e-01
1.289678081188021963e+00,3.476590390347767401e-01
1.291680914464364172e+00,3.481989436065893173e-01
1.293683747740706380e+00,3.487388481784020056e-01
1.295686581017048589e+00,3.492787527502146938e-01
1.297689414293390797e+00,3.498186573220273266e-01
1.299716672365785808e+00,3.798001499404659032e-01
1.301695080846074770e+00,3.705188078049795886e-01
1.303722338918470003e+00,3.809706764018613301e-01
1.305700747398759187e+00,4.307011492774390216e-01
1.307728005471154198e+00,4.313698648184249862e-01
1.309706413951443604e+00,4.320224667319173539e-01
1.311733672023838615e+00,4.228550336976982793e-01
1.313736505300180823e+00,4.333518410001424570e-01
1.315739338576522810e+00,4.340124997273814844e-01
1.317742171852865019e+00,4.346731584546206784e-01
1.319745005129207227e+00,4.353338171818598168e-01
1.321747838405549436e+00,4.460058301205593323e-01
1.323750671681891422e+00,5.065400092268150800e-01
1.325753504958233631e+00,4.873234317321332720e-01
1.327756338234575617e+00,4.981165022286597743e-01
1.329759171510917826e+00,5.189112273099016903e-01
1.331762004787260034e+00,5.196927918937676028e-01
1.333764838063602243e+00,5.304757076599483367e-01
1.335767671339944229e+00,5.212559210614994276e-01
1.337770504616286438e+00,5.522329768569955721e-01
1.339773337892628646e+00,5.935498107124950184e-01
1.341776171168970855e+00,5.842740556212142611e-01
1.343779004445312841e+00,5.750697425451943845e-01
1.345781837721654828e+00,6.063031733691712777e-01
1.347784670997997036e+00,6.072054921084637513e-01
1.349787504274339245e+00,6.081078108477562250e-01
1.351814762346734256e+00,6.396360156040322709e-01
1.353793170827023662e+00,6.405721359607686738e-01
1.355820428899418673e+00,6.619675385946688362e-01
1.357798837379707857e+00,6.526490629653765030e-01
1.359826095452102868e+00,6.536234989752723878e-01
1.361804503932392274e+00,6.135217232835107337e-01
1.363831762004787285e+00,6.453220799930972085e-01
1.365834595281129493e+00,6.772021501333895799e-01
1.367837428557471702e+00,6.988124856178734579e-01
1.369840261833813688e+00,6.998357102137926500e-01
1.371843095110155675e+00,7.008589348097117311e-01
1.373845928386497883e+00,7.225900244496220592e-01
1.375848761662840092e+00,7.339603587135533624e-01
1.377851594939182300e+00,7.142605481454529226e-01
1.379854428215524287e+00,7.673471251750714206e-01
1.381857261491866495e+00,7.788228917732004097e-01
1.383860094768208704e+00,7.904335133383240120e-01
1.385862928044550912e+00,8.124664883668006876e-01
1.387865761320893121e+00,7.927214708410155186e-01
1.389868594597235107e+00,8.148148229472050863e-01
1.391871427873577094e+00,8.265314836513272256e-01
1.393874261149919302e+00,7.961534070950523345e-01
1.395877094426261511e+00,8.183373248178120729e-01
1.397904352498656522e+00,8.616668025476763582e-01
1.399882760978945928e+00,8.734894653905049822e-01
1.401910019051340939e+00,8.536235475581368526e-01
1.403912852327683147e+00,8.760041347869775841e-01
1.405915685604025134e+00,8.877962298379487027e-01
1.407894094084314540e+00,8.890455391726870271e-01
1.409921352156709551e+00,8.903256956514928877e-01
1.411924185433051759e+00,9.342610032247816720e-01
1.413927018709393746e+00,9.461887191488070892e-01
1.415929851985735732e+00,9.582537191090461093e-01
1.417932685262077941e+00,9.596091693335884187e-01
1.419935518538420149e+00,9.716121290529549093e-01
1.421938351814762358e+00,9.837528279121360297e-01
1.423941185091104566e+00,9.851384666755349517e-01
1.425944018367446553e+00,9.865241054389338737e-01
1.427946851643788762e+00,1.030956391694398455e+00
1.429949684920130970e+00,1.043233318231434836e+00
1.431952518196473179e+00,1.055432124200369026e+00
1.433955351472815165e+00,1.078522217942940342e+00
1.435958184749157152e+00,1.069260954016316045e+00
1.437961018025499360e+00,1.081535003780591087e+00
1.439963851301841569e+00,1.072243703016310556e+00
1.441966684578183777e+00,1.062813146100212824e+00
1.443993942650578788e+00,1.097009839720006319e+00
1.445972351130867972e+00,1.087560575455892797e+00
1.447999609203263205e+00,1.089085339020070098e+00
1.450002442479605191e+00,1.090591731938895137e+00
1.452005275755947400e+00,1.092098124857720620e+00
