SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch,1-Stretch,40.310,59.549,14.699,3.051
Stretch,1-Stretch,40.510,59.638,14.788,3.051
Stretch,1-Stretch,40.710,59.728,14.878,3.051
Stretch,1-Stretch,40.910,59.818,14.968,3.051
Stretch,1-Stretch,41.110,59.908,15.058,3.051
Stretch,1-Stretch,41.310,59.998,15.148,3.051
Stretch,1-Stretch,41.510,60.088,15.238,3.051
Stretch,1-Stretch,41.710,60.177,15.327,3.051
Stretch,1-Stretch,41.910,60.267,15.417,3.250
Stretch,1-Stretch,42.110,60.357,15.507,3.350
Stretch,1-Stretch,42.310,60.447,15.597,3.051
Stretch,1-Stretch,42.510,60.537,15.687,3.350
Stretch,1-Stretch,42.710,60.627,15.777,3.250
Stretch,1-Stretch,42.910,60.717,15.867,3.151
Stretch,1-Stretch,43.110,60.806,15.956,3.449
Stretch,1-Stretch,43.310,60.897,16.047,3.250
Stretch,1-Stretch,43.510,60.987,16.137,3.449
Stretch,1-Stretch,43.710,61.076,16.226,3.649
Stretch,1-Stretch,43.910,61.166,16.316,3.848
Stretch,1-Stretch,44.110,61.256,16.406,3.848
Stretch,1-Stretch,44.310,61.346,16.496,3.848
Stretch,1-Stretch,44.510,61.436,16.586,3.848
Stretch,1-Stretch,44.710,61.526,16.676,3.848
Stretch,1-Stretch,44.910,61.616,16.766,3.848
Stretch,1-Stretch,45.110,61.705,16.855,3.848
Stretch,1-Stretch,45.310,61.795,16.945,3.848
Stretch,1-Stretch,45.510,61.885,17.035,3.848
Stretch,1-Stretch,45.710,61.975,17.125,3.848
Stretch,1-Stretch,45.910,62.065,17.215,3.848
Stretch,1-Stretch,46.110,62.155,17.305,3.848
Stretch,1-Stretch,46.310,62.245,17.395,4.047
Stretch,1-Stretch,46.510,62.335,17.485,3.848
Stretch,1-Stretch,46.710,62.424,17.574,3.848
Stretch,1-Stretch,46.910,62.515,17.665,3.848
Stretch,1-Stretch,47.110,62.604,17.754,3.848
Stretch,1-Stretch,47.310,62.694,17.844,3.848
Stretch,1-Stretch,47.510,62.784,17.934,3.848
Stretch,1-Stretch,47.710,62.874,18.024,3.848
Stretch,1-Stretch,47.910,62.964,18.114,3.848
Stretch,1-Stretch,48.110,63.054,18.204,3.947
Stretch,1-Stretch,48.310,63.144,18.294,4.146
Stretch,1-Stretch,48.510,63.233,18.383,4.146
Stretch,1-Stretch,48.710,63.323,18.473,4.246
Stretch,1-Stretch,48.910,63.413,18.563,4.047
Stretch,1-Stretch,49.110,63.503,18.653,4.345
Stretch,1-Stretch,49.310,63.593,18.743,4.345
Stretch,1-Stretch,49.510,63.683,18.833,4.146
Stretch,1-Stretch,49.710,63.773,18.923,4.445
Stretch,1-Stretch,49.910,63.863,19.013,4.345
Stretch,1-Stretch,50.110,63.953,19.103,4.345
Stretch,1-Stretch,50.310,64.042,19.192,4.545
Stretch,1-Stretch,50.510,64.132,19.282,4.246
Stretch,1-Stretch,50.710,64.222,19.372,4.445
Stretch,1-Stretch,50.910,64.312,19.462,4.445
Stretch,1-Stretch,51.110,64.402,19.552,4.246
Stretch,1-Stretch,51.310,64.492,19.642,4.545
Stretch,1-Stretch,51.510,64.582,19.732,4.445
Stretch,1-Stretch,51.710,64.671,19.821,4.545
Stretch,1-Stretch,51.910,64.761,19.911,4.545
Stretch,1-Stretch,52.110,64.851,20.001,4.545
Stretch,1-Stretch,52.310,64.941,20.091,4.545
Stretch,1-Stretch,52.510,65.031,20.181,4.644
Stretch,1-Stretch,52.710,65.121,20.271,4.644
Stretch,1-Stretch,52.910,65.211,20.361,4.644
Stretch,1-Stretch,53.110,65.3,20.45,4.644
Stretch,1-Stretch,53.310,65.39,20.54,4.644
Stretch,1-Stretch,53.510,65.481,20.631,4.644
Stretch,1-Stretch,53.710,65.57,20.72,4.545
Stretch,1-Stretch,53.910,65.66,20.81,4.644
Stretch,1-Stretch,54.110,65.75,20.9,4.644
Stretch,1-Stretch,54.310,65.84,20.99,4.545
Stretch,1-Stretch,54.510,65.93,21.08,4.545
Stretch,1-Stretch,54.710,66.02,21.17,4.545
Stretch,1-Stretch,54.910,66.11,21.26,4.545
Stretch,1-Stretch,55.110,66.199,21.349,4.545
Stretch,1-Stretch,55.310,66.289,21.439,4.345
Stretch,1-Stretch,55.510,66.379,21.529,4.445
Stretch,1-Stretch,55.710,66.469,21.619,4.445
Stretch,1-Stretch,55.910,66.559,21.709,4.146
Stretch,1-Stretch,56.110,66.649,21.799,4.545
Stretch,1-Stretch,56.310,66.739,21.889,4.345
Stretch,1-Stretch,56.510,66.828,21.978,3.947
Stretch,1-Stretch,56.710,66.918,22.068,3.848
Stretch,1-Stretch,56.910,67.008,22.158,3.947
Stretch,1-Stretch,57.110,67.098,22.248,3.848
Stretch,1-Stretch,57.310,67.188,22.338,3.350
Stretch,1-Stretch,57.510,67.274,22.424,3.449
Stretch,1-Stretch,57.710,67.338,22.488,3.051
Stretch,1-Stretch,57.910,67.428,22.578,2.554
Stretch,1-Stretch,58.110,67.518,22.668,2.354
Stretch,1-Stretch,58.310,67.608,22.758,2.155
Stretch,1-Stretch,58.510,67.698,22.848,0.065
Stretch,1-Stretch,58.710,67.788,22.938,-0.035
Stretch,1-Stretch,58.910,67.878,23.028,-0.035
Stretch,1-Stretch,59.110,67.967,23.117,-0.035
Stretch,1-Stretch,59.310,68.057,23.207,-0.134
Stretch,1-Stretch,59.510,68.147,23.297,0.065
Stretch,1-Stretch,59.710,68.237,23.387,0.065
Stretch,1-Stretch,59.910,68.327,23.477,-0.134
Stretch,1-Stretch,60.110,68.417,23.567,0.065
Stretch,1-Stretch,60.310,68.507,23.657,-0.035
Stretch,1-Stretch,60.510,68.597,23.747,-0.134
Stretch,1-Stretch,60.710,68.687,23.837,0.065
Stretch,1-Stretch,60.910,68.777,23.927,-0.134
Stretch,1-Stretch,61.110,68.866,24.016,0.065
Stretch,1-Stretch,61.310,68.956,24.106,-0.035
Stretch,1-Stretch,61.510,69.046,24.196,-0.134
Stretch,1-Stretch,61.710,69.136,24.286,0.065
Stretch,1-Stretch,61.910,69.226,24.376,-0.035
Stretch,1-Stretch,62.110,69.316,24.466,-0.035
Stretch,1-Stretch,62.310,69.406,24.556,0.164
Stretch,1-Stretch,62.510,69.495,24.645,-0.134
Stretch,1-Stretch,62.710,69.585,24.735,0.065
Stretch,1-Stretch,62.910,69.676,24.826,0.065
Stretch,1-Stretch,63.110,69.765,24.915,-0.134
Stretch,1-Stretch,63.310,69.855,25.005,0.065
Stretch,1-Stretch,63.510,69.945,25.095,-0.035
Stretch,1-Stretch,63.710,70.035,25.185,-0.134
Stretch,1-Stretch,63.910,70.125,25.275,0.065
Stretch,1-Stretch,64.110,70.215,25.365,-0.134
Stretch,1-Stretch,64.310,70.305,25.455,-0.035
Stretch,1-Stretch,64.510,70.394,25.544,0.065
Stretch,1-Stretch,64.710,70.484,25.634,-0.134
Stretch,1-Stretch,64.910,70.574,25.724,0.065
Stretch,1-Stretch,65.110,70.664,25.814,-0.035
Stretch,1-Stretch,65.310,70.754,25.904,-0.035
Stretch,1-Stretch,65.510,70.844,25.994,0.164
Stretch,1-Stretch,65.710,70.934,26.084,-0.134
Stretch,1-Stretch,65.910,71.024,26.174,0.065
Stretch,1-Stretch,66.110,71.114,26.264,0.164
Stretch,1-Stretch,66.310,71.203,26.353,-0.134
Stretch,1-Stretch,66.510,71.293,26.443,0.065
Stretch,1-Stretch,66.710,71.383,26.533,-0.035
Stretch,1-Stretch,66.910,71.473,26.623,-0.035
Stretch,1-Stretch,67.110,71.563,26.713,0.065
Stretch,1-Stretch,67.310,71.653,26.803,-0.134
Stretch,1-Stretch,67.510,71.743,26.893,-0.035
Stretch,1-Stretch,67.710,71.833,26.983,0.065
Stretch,1-Stretch,67.910,71.923,27.073,-0.134
Stretch,1-Stretch,68.110,72.013,27.163,0.164
Stretch,1-Stretch,68.310,72.102,27.252,-0.134
Stretch,1-Stretch,68.510,72.192,27.342,-0.035
Stretch,1-Stretch,68.710,72.282,27.432,0.264
Stretch,1-Stretch,68.910,72.372,27.522,-0.134
Stretch,1-Stretch,69.110,72.462,27.612,0.065
Stretch,1-Stretch,69.310,72.552,27.702,0.065
Stretch,1-Stretch,69.510,72.642,27.792,-0.134
Stretch,1-Stretch,69.710,72.731,27.881,0.164
Stretch,1-Stretch,69.910,72.821,27.971,-0.035
Stretch,1-Stretch,70.110,72.912,28.062,-0.035
Stretch,1-Stretch,70.310,73.001,28.151,0.164
Stretch,1-Stretch,70.510,73.091,28.241,-0.134
Stretch,1-Stretch,70.710,73.181,28.331,-0.035
Stretch,1-Stretch,70.910,73.271,28.421,0.065
Stretch,1-Stretch,71.110,73.361,28.511,-0.134
Stretch,1-Stretch,71.310,73.451,28.601,0.065
Stretch,1-Stretch,71.510,73.541,28.691,-0.035
Stretch,1-Stretch,71.710,73.63,28.78,-0.134
Stretch,1-Stretch,71.910,73.72,28.87,0.164
Stretch,1-Stretch,72.110,73.81,28.96,-0.134
Stretch,1-Stretch,72.310,73.9,29.05,0.065
Stretch,1-Stretch,72.510,73.99,29.14,-0.035
Stretch,1-Stretch,72.710,74.08,29.23,-0.134
Stretch,1-Stretch,72.910,74.17,29.32,-0.035
Stretch,1-Stretch,73.110,74.26,29.41,-0.035
Stretch,1-Stretch,73.310,74.35,29.5,-0.134
Stretch,1-Stretch,73.510,74.439,29.589,0.065
Stretch,1-Stretch,73.710,74.529,29.679,-0.134
Stretch,1-Stretch,73.910,74.619,29.769,0.065
Stretch,1-Stretch,74.110,74.709,29.859,0.065
Stretch,1-Stretch,74.310,74.799,29.949,-0.134
Stretch,1-Stretch,74.510,74.889,30.039,0.065
Stretch,1-Stretch,74.710,74.979,30.129,-0.035
Stretch,1-Stretch,74.910,75.069,30.219,-0.035
Stretch,1-Stretch,75.110,75.158,30.308,0.065
Stretch,1-Stretch,75.310,75.249,30.399,-0.134
Stretch,1-Stretch,75.510,75.338,30.488,0.065
Stretch,1-Stretch,75.710,75.428,30.578,0.065
Stretch,1-Stretch,75.910,75.518,30.668,-0.134
Stretch,1-Stretch,76.110,75.608,30.758,0.065
Stretch,1-Stretch,76.310,75.698,30.848,-0.035
Stretch,1-Stretch,76.510,75.788,30.938,-0.134
Stretch,1-Stretch,76.710,75.878,31.028,0.065
Stretch,1-Stretch,76.910,75.967,31.117,-0.134
Stretch,1-Stretch,77.110,76.057,31.207,-0.035
Stretch,1-Stretch,77.310,76.148,31.298,-0.035
Stretch,1-Stretch,77.510,76.237,31.387,-0.134
Stretch,1-Stretch,77.710,76.327,31.477,0.164
Stretch,1-Stretch,77.910,76.417,31.567,-0.035
Stretch,1-Stretch,78.110,76.507,31.657,-0.134
Stretch,1-Stretch,78.310,76.597,31.747,0.164
Stretch,1-Stretch,78.510,76.687,31.837,-0.134
Stretch,1-Stretch,78.710,76.776,31.926,0.065
Stretch,1-Stretch,78.910,76.866,32.016,0.264
Stretch,1-Stretch,79.110,76.956,32.106,-0.134
Stretch,1-Stretch,79.310,77.046,32.196,-0.035
Stretch,1-Stretch,79.510,77.136,32.286,-0.035
Stretch,1-Stretch,79.710,77.226,32.376,-0.035
Stretch,1-Stretch,79.910,77.316,32.466,0.065
Stretch,1-Stretch,80.110,77.406,32.556,-0.134
Stretch,1-Stretch,80.310,77.496,32.646,-0.035
Stretch,1-Stretch,80.510,77.586,32.736,0.065
Stretch,1-Stretch,80.710,77.675,32.825,-0.134
Stretch,1-Stretch,80.910,77.765,32.915,0.065
Stretch,1-Stretch,81.110,77.855,33.005,-0.035
Stretch,1-Stretch,81.310,77.945,33.095,-0.035
Stretch,1-Stretch,81.510,78.035,33.185,0.065
Stretch,1-Stretch,81.710,78.125,33.275,-0.134
Stretch,1-Stretch,81.910,78.215,33.365,0.065
Stretch,1-Stretch,82.110,78.305,33.455,0.164
Stretch,1-Stretch,82.310,78.394,33.544,-0.134
Stretch,1-Stretch,82.510,78.485,33.635,-0.035
Stretch,1-Stretch,82.710,78.544,33.694,-0.134
Stretch,1-Stretch,82.910,78.634,33.784,-0.035
Stretch,1-Stretch,83.110,78.724,33.874,0.164
Stretch,1-Stretch,83.310,78.814,33.964,-0.134
Stretch,1-Stretch,83.510,78.903,34.053,-0.035
Stretch,1-Stretch,83.710,78.993,34.143,0.065
Stretch,1-Stretch,83.910,79.083,34.233,-0.134
Stretch,1-Stretch,84.110,79.173,34.323,0.065
Stretch,1-Stretch,84.310,79.263,34.413,-0.035
Stretch,1-Stretch,84.510,79.353,34.503,-0.035
Stretch,1-Stretch,84.710,79.443,34.593,0.065
Stretch,1-Stretch,84.910,79.533,34.683,-0.134
Stretch,1-Stretch,85.110,79.622,34.772,0.065
