SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch,1-Preload,102.600,37.841,0.984,0.026
Stretch,1-Preload,102.800,37.841,0.984,0.026
Stretch,1-Preload,103.000,37.841,0.984,0.026
Stretch,1-Preload,103.200,37.843,0.986,-0.074
Stretch,1-Preload,103.400,37.848,0.991,0.026
Stretch,1-Preload,103.600,37.848,0.991,0.026
Stretch,1-Preload,103.800,37.848,0.991,0.026
Stretch,1-Preload,104.000,37.848,0.991,0.026
Stretch,1-Preload,104.200,37.853,0.996,-0.074
Stretch,1-Preload,104.400,37.855,0.998,0.026
Stretch,1-Preload,104.600,37.855,0.998,0.026
Stretch,1-Preload,104.800,37.855,0.998,0.026
Stretch,1-Preload,105.000,37.855,0.998,0.026
Stretch,1-Preload,105.200,37.855,0.998,0.026
Stretch,1-Preload,105.400,37.856,0.999,-0.074
Stretch,1-Preload,105.600,37.861,1.004,0.026
Stretch,1-Preload,105.800,37.861,1.004,0.026
Stretch,1-Preload,106.000,37.861,1.004,0.026
Stretch,1-Preload,106.200,37.861,1.004,0.026
Stretch,1-Preload,106.400,37.865,1.008,-0.074
Stretch,1-Preload,106.600,37.868,1.011,0.026
Stretch,1-Preload,106.800,37.868,1.011,0.026
Stretch,1-Preload,107.000,37.868,1.011,0.026
Stretch,1-Preload,107.200,37.868,1.011,0.026
Stretch,1-Preload,107.400,37.868,1.011,0.026
Stretch,1-Preload,107.600,37.868,1.011,0.026
Stretch,1-Preload,107.800,37.868,1.011,0.026
Stretch,1-Preload,108.000,37.868,1.011,0.026
Stretch,1-Preload,108.200,37.868,1.011,0.026
Stretch,1-Preload,108.400,37.868,1.011,0.026
Stretch,1-Preload,108.600,37.868,1.011,0.026
Stretch,1-Preload,108.800,37.868,1.011,0.026
Stretch,1-Preload,109.000,37.868,1.011,0.026
Stretch,1-Preload,109.200,37.868,1.011,0.026
Stretch,1-Preload,109.400,37.874,1.017,0.026
Stretch,1-Preload,109.600,37.874,1.017,0.026
Stretch,1-Preload,109.800,37.874,1.017,0.026
Stretch,1-Preload,110.000,37.874,1.017,0.026
Stretch,1-Preload,110.200,37.874,1.017,0.026
Stretch,1-Preload,110.400,37.881,1.024,0.026
Stretch,1-Preload,110.600,37.886,1.029,-0.074
Stretch,1-Preload,110.800,37.888,1.031,0.026
Stretch,1-Preload,111.000,37.888,1.031,0.026
Stretch,1-Preload,111.200,37.888,1.031,0.026
Stretch,1-Preload,111.400,37.888,1.031,0.026
Stretch,1-Preload,111.600,37.888,1.031,0.026
Stretch,1-Preload,111.800,37.888,1.031,0.026
Stretch,1-Preload,112.000,37.894,1.037,0.026
Stretch,1-Preload,112.200,37.894,1.037,0.026
Stretch,1-Preload,112.400,37.894,1.037,0.026
Stretch,1-Preload,112.600,37.894,1.037,0.026
Stretch,1-Preload,112.800,37.894,1.037,0.026
Stretch,1-Preload,113.000,37.894,1.037,0.026
Stretch,1-Preload,113.200,37.894,1.037,0.026
Stretch,1-Preload,113.400,37.894,1.037,0.026
Stretch,1-Preload,113.600,37.894,1.037,0.026
Stretch,1-Preload,113.800,37.894,1.037,0.026
Stretch,1-Preload,114.000,37.894,1.037,0.026
Stretch,1-Preload,114.200,37.901,1.044,0.026
Stretch,1-Preload,114.400,37.901,1.044,0.026
Stretch,1-Preload,114.600,37.901,1.044,0.026
Stretch,1-Preload,114.800,37.901,1.044,0.026
Stretch,1-Preload,115.000,37.901,1.044,0.026
Stretch,1-Preload,115.200,37.901,1.044,0.026
Stretch,1-Preload,115.400,37.901,1.044,0.026
Stretch,1-Preload,115.600,37.901,1.044,0.026
Stretch,1-Preload,115.800,37.901,1.044,0.026
Stretch,1-Preload,116.000,37.903,1.046,-0.074
Stretch,1-Preload,116.200,37.907,1.05,0.026
Stretch,1-Preload,116.400,37.907,1.05,0.026
Stretch,1-Preload,116.600,37.907,1.05,0.026
Stretch,1-Preload,116.800,37.914,1.057,0.026
Stretch,1-Preload,117.000,37.914,1.057,0.026
Stretch,1-Preload,117.200,37.914,1.057,0.026
Stretch,1-Preload,117.400,37.914,1.057,0.026
Stretch,1-Preload,117.600,37.914,1.057,0.026
Stretch,1-Preload,117.800,37.914,1.057,0.026
Stretch,1-Preload,118.000,37.914,1.057,0.026
Stretch,1-Preload,118.200,37.914,1.057,0.026
Stretch,1-Preload,118.400,37.914,1.057,0.026
Stretch,1-Preload,118.600,37.914,1.057,0.026
Stretch,1-Preload,118.800,37.914,1.057,0.026
Stretch,1-Preload,119.000,37.914,1.057,0.026
Stretch,1-Preload,119.200,37.916,1.059,-0.074
Stretch,1-Preload,119.400,37.921,1.064,0.026
Stretch,1-Preload,119.600,37.921,1.064,0.026
Stretch,1-Preload,119.800,37.921,1.064,0.026
Stretch,1-Preload,120.000,37.921,1.064,0.026
Stretch,1-Preload,120.200,37.927,1.07,0.026
Stretch,1-Preload,120.400,37.927,1.07,0.026
Stretch,1-Preload,120.600,37.927,1.07,0.026
Stretch,1-Preload,120.800,37.927,1.07,0.026
Stretch,1-Preload,121.000,37.927,1.07,0.026
Stretch,1-Preload,121.200,37.934,1.077,0.026
Stretch,1-Preload,121.400,37.934,1.077,0.026
Stretch,1-Preload,121.600,37.94,1.083,0.026
Stretch,1-Preload,121.800,37.94,1.083,0.026
Stretch,1-Preload,122.000,37.94,1.083,0.026
Stretch,1-Preload,122.200,37.94,1.083,0.026
Stretch,1-Preload,122.400,37.94,1.083,0.026
Stretch,1-Preload,122.600,37.94,1.083,0.026
Stretch,1-Preload,122.800,37.947,1.09,0.026
Stretch,1-Preload,123.000,37.947,1.09,0.026
Stretch,1-Preload,123.200,37.954,1.097,0.026
Stretch,1-Preload,123.400,37.96,1.103,0.026
Stretch,1-Preload,123.600,37.96,1.103,0.026
Stretch,1-Preload,123.800,37.967,1.11,0.026
Stretch,1-Preload,124.000,37.967,1.11,0.026
Stretch,1-Preload,124.200,37.967,1.11,0.026
Stretch,1-Preload,124.400,37.967,1.11,0.026
Stretch,1-Preload,124.600,37.967,1.11,0.026
Stretch,1-Preload,124.800,37.973,1.116,0.026
Stretch,1-Preload,125.000,37.979,1.122,-0.074
Stretch,1-Preload,125.200,37.98,1.123,0.026
Stretch,1-Preload,125.400,37.987,1.13,0.026
Stretch,1-Preload,125.600,37.987,1.13,0.026
Stretch,1-Preload,125.800,37.987,1.13,0.026
Stretch,1-Preload,126.000,37.993,1.136,0.026
Stretch,1-Preload,126.200,37.993,1.136,0.026
Stretch,1-Preload,126.400,38,1.143,0.026
Stretch,1-Preload,126.600,38,1.143,0.026
Stretch,1-Preload,126.800,38,1.143,0.026
Stretch,1-Preload,127.000,38.006,1.149,0.026
Stretch,1-Preload,127.200,38.006,1.149,0.026
Stretch,1-Preload,127.400,38.006,1.149,0.026
Stretch,1-Preload,127.600,38.006,1.149,0.026
Stretch,1-Preload,127.800,38.008,1.151,-0.074
Stretch,1-Preload,128.000,38.013,1.156,0.026
Stretch,1-Preload,128.200,38.013,1.156,0.026
Stretch,1-Preload,128.400,38.013,1.156,0.026
Stretch,1-Preload,128.600,38.013,1.156,0.026
Stretch,1-Preload,128.800,38.013,1.156,0.026
Stretch,1-Preload,129.000,38.013,1.156,0.026
Stretch,1-Preload,129.200,38.013,1.156,0.026
Stretch,1-Preload,129.400,38.013,1.156,0.026
Stretch,1-Preload,129.600,38.013,1.156,0.026
Stretch,1-Preload,129.800,38.013,1.156,0.026
Stretch,1-Preload,130.000,38.013,1.156,0.026
Stretch,1-Preload,130.200,38.013,1.156,0.026
Stretch,1-Preload,130.400,38.013,1.156,0.026
Stretch,1-Preload,130.600,38.013,1.156,0.026
Stretch,1-Preload,130.800,38.02,1.163,0.026
Stretch,1-Preload,131.000,38.02,1.163,0.026
Stretch,1-Preload,131.200,38.02,1.163,0.026
Stretch,1-Preload,131.400,38.024,1.167,-0.074
Stretch,1-Preload,131.600,38.026,1.169,0.026
Stretch,1-Preload,131.800,38.033,1.176,0.026
Stretch,1-Preload,132.000,38.037,1.18,-0.074
Stretch,1-Preload,132.200,38.042,1.185,0.026
Stretch,1-Preload,132.400,38.042,1.185,0.026
Stretch,1-Preload,132.600,38.042,1.185,0.026
Stretch,1-Preload,132.800,38.042,1.185,0.026
Stretch,1-Preload,133.000,38.042,1.185,0.026
Stretch,1-Preload,133.200,38.042,1.185,0.026
Stretch,1-Preload,133.400,38.042,1.185,0.026
Stretch,1-Preload,133.600,38.042,1.185,0.026
Stretch,1-Preload,133.800,38.042,1.185,0.026
Stretch,1-Preload,134.000,38.042,1.185,0.026
Stretch,1-Preload,134.200,38.042,1.185,0.026
Stretch,1-Preload,134.400,38.042,1.185,0.026
Stretch,1-Preload,134.600,38.042,1.185,0.026
Stretch,1-Preload,134.800,38.042,1.185,0.026
Stretch,1-Preload,135.000,38.049,1.192,0.026
Stretch,1-Preload,135.200,38.053,1.196,-0.074
Stretch,1-Preload,135.400,38.055,1.198,0.026
Stretch,1-Preload,135.600,38.055,1.198,0.026
Stretch,1-Preload,135.800,38.055,1.198,0.026
Stretch,1-Preload,136.000,38.055,1.198,0.026
Stretch,1-Preload,136.200,38.055,1.198,0.026
Stretch,1-Preload,136.400,38.055,1.198,0.026
Stretch,1-Preload,136.600,38.055,1.198,0.026
Stretch,1-Preload,136.800,38.055,1.198,0.026
Stretch,1-Preload,137.000,38.055,1.198,0.026
Stretch,1-Preload,137.200,38.062,1.205,0.026
Stretch,1-Preload,137.400,38.062,1.205,0.026
Stretch,1-Preload,137.600,38.068,1.211,0.026
Stretch,1-Preload,137.800,38.075,1.218,0.026
Stretch,1-Preload,138.000,38.075,1.218,0.026
Stretch,1-Preload,138.200,38.075,1.218,0.026
Stretch,1-Preload,138.400,38.077,1.22,-0.074
Stretch,1-Preload,138.600,38.082,1.225,0.026
Stretch,1-Preload,138.800,38.082,1.225,0.026
Stretch,1-Preload,139.000,38.082,1.225,0.026
Stretch,1-Preload,139.200,38.082,1.225,0.026
Stretch,1-Preload,139.400,38.082,1.225,0.026
Stretch,1-Preload,139.600,38.082,1.225,0.026
Stretch,1-Preload,139.800,38.082,1.225,0.026
Stretch,1-Preload,140.000,38.082,1.225,0.026
Stretch,1-Preload,140.200,38.082,1.225,0.026
Stretch,1-Preload,140.400,38.082,1.225,0.026
Stretch,1-Preload,140.600,38.082,1.225,0.026
Stretch,1-Preload,140.800,38.082,1.225,0.026
Stretch,1-Preload,141.000,38.082,1.225,0.026
Stretch,1-Preload,141.200,38.082,1.225,0.026
Stretch,1-Preload,141.400,38.082,1.225,0.026
Stretch,1-Preload,141.600,38.082,1.225,0.026
Stretch,1-Preload,141.800,38.082,1.225,0.026
Stretch,1-Preload,142.000,38.088,1.231,0.026
Stretch,1-Preload,142.200,38.088,1.231,0.026
Stretch,1-Preload,142.400,38.088,1.231,0.026
Stretch,1-Preload,142.600,38.088,1.231,0.026
Stretch,1-Preload,142.800,38.088,1.231,0.026
Stretch,1-Preload,143.000,38.095,1.238,0.026
Stretch,1-Preload,143.200,38.095,1.238,0.026
Stretch,1-Preload,143.400,38.095,1.238,0.026
Stretch,1-Preload,143.600,38.101,1.244,0.026
Stretch,1-Preload,143.800,38.101,1.244,0.026
Stretch,1-Preload,144.000,38.101,1.244,0.026
Stretch,1-Preload,144.200,38.101,1.244,0.026
Stretch,1-Preload,144.400,38.101,1.244,0.026
Stretch,1-Preload,144.600,38.101,1.244,0.026
Stretch,1-Preload,144.800,38.103,1.246,-0.074
Stretch,1-Preload,145.000,38.108,1.251,0.026
Stretch,1-Preload,145.200,38.108,1.251,0.026
Stretch,1-Preload,145.400,38.108,1.251,0.026
Stretch,1-Preload,145.600,38.108,1.251,0.026
Stretch,1-Preload,145.800,38.108,1.251,0.026
Stretch,1-Preload,146.000,38.108,1.251,0.026
Stretch,1-Preload,146.200,38.108,1.251,0.026
Stretch,1-Preload,146.400,38.108,1.251,0.026
Stretch,1-Preload,146.600,38.108,1.251,0.026
Stretch,1-Preload,146.800,38.108,1.251,0.026
Stretch,1-Preload,147.000,38.108,1.251,0.026
Stretch,1-Preload,147.200,38.108,1.251,0.026
Stretch,1-Preload,147.400,38.108,1.251,0.026
Stretch,1-Preload,147.600,38.108,1.251,0.026
Stretch,1-Preload,147.800,38.108,1.251,0.026
Stretch,1-Preload,148.000,38.108,1.251,0.026
Stretch,1-Preload,148.200,38.108,1.251,0.026
Stretch,1-Preload,148.400,38.115,1.258,0.026
Stretch,1-Preload,148.600,38.116,1.259,-0.074
Stretch,1-Preload,148.800,38.124,1.267,0.026
Stretch,1-Preload,149.000,38.124,1.267,0.026
Stretch,1-Preload,149.200,38.124,1.267,0.026
Stretch,1-Preload,149.400,38.131,1.274,0.026
Stretch,1-Preload,149.600,38.131,1.274,0.026
Stretch,1-Preload,149.800,38.131,1.274,0.026
Stretch,1-Preload,150.000,38.137,1.28,0.026
Stretch,1-Preload,150.200,38.137,1.28,0.026
Stretch,1-Preload,150.400,38.144,1.287,0.026
Stretch,1-Preload,150.600,38.144,1.287,0.026
Stretch,1-Preload,150.800,38.144,1.287,0.026
Stretch,1-Preload,151.000,38.144,1.287,0.026
Stretch,1-Preload,151.200,38.144,1.287,0.026
Stretch,1-Preload,151.400,38.144,1.287,0.026
Stretch,1-Preload,151.600,38.144,1.287,0.026
Stretch,1-Preload,151.800,38.144,1.287,0.026
Stretch,1-Preload,152.000,38.144,1.287,0.026
Stretch,1-Preload,152.200,38.144,1.287,0.026
Stretch,1-Preload,152.400,38.144,1.287,0.026
Stretch,1-Preload,152.600,38.144,1.287,0.026
Stretch,1-Preload,152.800,38.146,1.289,-0.074
Stretch,1-Preload,153.000,38.15,1.293,0.026
Stretch,1-Preload,153.200,38.157,1.3,0.026
Stretch,1-Preload,153.400,38.157,1.3,0.026
Stretch,1-Preload,153.600,38.157,1.3,0.026
Stretch,1-Preload,153.800,38.162,1.305,-0.074
Stretch,1-Preload,154.000,38.164,1.307,0.026
Stretch,1-Preload,154.200,38.164,1.307,0.026
Stretch,1-Preload,154.400,38.164,1.307,0.026
Stretch,1-Preload,154.600,38.164,1.307,0.026
Stretch,1-Preload,154.800,38.164,1.307,0.026
Stretch,1-Preload,155.000,38.164,1.307,-0.074
Stretch,1-Preload,155.200,38.174,1.317,0.026
Stretch,1-Preload,155.400,38.181,1.324,0.026
Stretch,1-Preload,155.600,38.181,1.324,0.026
Stretch,1-Preload,155.800,38.181,1.324,0.026
Stretch,1-Preload,156.000,38.181,1.324,0.026
Stretch,1-Preload,156.200,38.181,1.324,0.026
Stretch,1-Preload,156.400,38.181,1.324,0.026
Stretch,1-Preload,156.600,38.181,1.324,0.026
Stretch,1-Preload,156.800,38.181,1.324,0.026
Stretch,1-Preload,157.000,38.181,1.324,0.026
Stretch,1-Preload,157.200,38.181,1.324,0.026
Stretch,1-Preload,157.400,38.187,1.33,0.026
Stretch,1-Preload,157.600,38.187,1.33,0.026
Stretch,1-Preload,157.800,38.187,1.33,0.026
Stretch,1-Preload,158.000,38.194,1.337,0.026
Stretch,1-Preload,158.200,38.194,1.337,0.026
Stretch,1-Preload,158.400,38.194,1.337,0.026
Stretch,1-Preload,158.600,38.194,1.337,0.026
Stretch,1-Preload,158.800,38.194,1.337,0.026
Stretch,1-Preload,159.000,38.194,1.337,0.026
Stretch,1-Preload,159.200,38.194,1.337,0.026
Stretch,1-Preload,159.400,38.194,1.337,0.026
Stretch,1-Preload,159.600,38.2,1.343,0.026
Stretch,1-Preload,159.800,38.2,1.343,0.026
Stretch,1-Preload,160.000,38.2,1.343,0.026
Stretch,1-Preload,160.200,38.2,1.343,0.026
Stretch,1-Preload,160.400,38.2,1.343,0.026
Stretch,1-Preload,160.600,38.2,1.343,0.026
Stretch,1-Preload,160.800,38.202,1.345,-0.074
Stretch,1-Preload,161.000,38.207,1.35,0.026
Stretch,1-Preload,161.200,38.207,1.35,0.026
Stretch,1-Preload,161.400,38.207,1.35,0.026
Stretch,1-Preload,161.600,38.207,1.35,0.026
Stretch,1-Preload,161.800,38.212,1.355,-0.074
Stretch,1-Preload,162.000,38.214,1.357,0.026
Stretch,1-Preload,162.200,38.22,1.363,0.026
Stretch,1-Preload,162.400,38.22,1.363,0.026
Stretch,1-Preload,162.600,38.22,1.363,0.026
Stretch,1-Preload,162.800,38.227,1.37,0.026
Stretch,1-Preload,163.000,38.227,1.37,0.026
Stretch,1-Preload,163.200,38.227,1.37,0.026
Stretch,1-Preload,163.400,38.232,1.375,0.026
Stretch,1-Preload,163.600,38.233,1.376,0.026
Stretch,1-Preload,163.800,38.233,1.376,0.026
Stretch,1-Preload,164.000,38.235,1.378,-0.074
Stretch,1-Preload,164.200,38.24,1.383,0.026
Stretch,1-Preload,164.400,38.24,1.383,0.026
Stretch,1-Preload,164.600,38.241,1.384,-0.074
Stretch,1-Preload,164.800,38.247,1.39,0.026
Stretch,1-Preload,165.000,38.247,1.39,0.026
Stretch,1-Preload,165.200,38.247,1.39,0.026
Stretch,1-Preload,165.400,38.247,1.39,0.026
Stretch,1-Preload,165.600,38.247,1.39,0.026
Stretch,1-Preload,165.800,38.247,1.39,0.026
Stretch,1-Preload,166.000,38.247,1.39,0.026
Stretch,1-Preload,166.200,38.247,1.39,0.026
Stretch,1-Preload,166.400,38.247,1.39,0.026
Stretch,1-Preload,166.600,38.247,1.39,0.026
Stretch,1-Preload,166.800,38.247,1.39,0.026
Stretch,1-Preload,167.000,38.247,1.39,0.026
Stretch,1-Preload,167.200,38.249,1.392,-0.074
Stretch,1-Preload,167.400,38.253,1.396,0.026
Stretch,1-Preload,167.600,38.253,1.396,0.026
Stretch,1-Preload,167.800,38.254,1.397,-0.074
Stretch,1-Preload,168.000,38.26,1.403,0.026
Stretch,1-Preload,168.200,38.266,1.409,0.026
Stretch,1-Preload,168.400,38.266,1.409,0.026
Stretch,1-Preload,168.600,38.273,1.416,0.026
Stretch,1-Preload,168.800,38.275,1.418,-0.074
Stretch,1-Preload,169.000,38.28,1.423,0.026
Stretch,1-Preload,169.200,38.286,1.429,0.026
Stretch,1-Preload,169.400,38.286,1.429,0.026
Stretch,1-Preload,169.600,38.286,1.429,0.026
Stretch,1-Preload,169.800,38.286,1.429,0.026
Stretch,1-Preload,170.000,38.286,1.429,0.026
Stretch,1-Preload,170.200,38.286,1.429,0.026
Stretch,1-Preload,170.400,38.288,1.431,-0.074
Stretch,1-Preload,170.600,38.293,1.436,0.026
Stretch,1-Preload,170.800,38.299,1.442,0.026
Stretch,1-Preload,171.000,38.299,1.442,0.026
Stretch,1-Preload,171.200,38.299,1.442,0.026
Stretch,1-Preload,171.400,38.306,1.449,0.026
Stretch,1-Preload,171.600,38.306,1.449,0.026
Stretch,1-Preload,171.800,38.306,1.449,0.026
Stretch,1-Preload,172.000,38.306,1.449,0.026
Stretch,1-Preload,172.200,38.306,1.449,0.026
Stretch,1-Preload,172.400,38.313,1.456,0.026
Stretch,1-Preload,172.600,38.313,1.456,0.026
Stretch,1-Preload,172.800,38.313,1.456,0.026
Stretch,1-Preload,173.000,38.313,1.456,0.026
Stretch,1-Preload,173.200,38.313,1.456,0.026
Stretch,1-Preload,173.400,38.313,1.456,0.026
Stretch,1-Preload,173.600,38.317,1.46,-0.074
Stretch,1-Preload,173.800,38.322,1.465,0.026
Stretch,1-Preload,174.000,38.322,1.465,0.026
Stretch,1-Preload,174.200,38.323,1.466,-0.074
Stretch,1-Preload,174.400,38.329,1.472,0.026
Stretch,1-Preload,174.600,38.335,1.478,0.026
Stretch,1-Preload,174.800,38.335,1.478,0.026
Stretch,1-Preload,175.000,38.343,1.486,0.026
Stretch,1-Preload,175.200,38.343,1.486,0.026
Stretch,1-Preload,175.400,38.343,1.486,0.026
Stretch,1-Preload,175.600,38.343,1.486,0.026
Stretch,1-Preload,175.800,38.343,1.486,0.026
Stretch,1-Preload,176.000,38.343,1.486,0.026
Stretch,1-Preload,176.200,38.343,1.486,0.026
Stretch,1-Preload,176.400,38.343,1.486,0.026
Stretch,1-Preload,176.600,38.343,1.486,0.026
Stretch,1-Preload,176.800,38.343,1.486,0.026
Stretch,1-Preload,177.000,38.343,1.486,0.026
Stretch,1-Preload,177.200,38.35,1.493,0.026
Stretch,1-Preload,177.400,38.35,1.493,0.026
Stretch,1-Preload,177.600,38.35,1.493,0.026
Stretch,1-Preload,177.800,38.35,1.493,0.026
Stretch,1-Preload,178.000,38.35,1.493,0.026
Stretch,1-Preload,178.200,38.35,1.493,0.026
Stretch,1-Preload,178.400,38.352,1.495,-0.074
Stretch,1-Preload,178.600,38.356,1.499,0.026
Stretch,1-Preload,178.800,38.363,1.506,0.026
Stretch,1-Preload,179.000,38.363,1.506,0.026
Stretch,1-Preload,179.200,38.363,1.506,0.026
Stretch,1-Preload,179.400,38.363,1.506,0.125
Stretch,1-Stretch,179.560,38.363,0,0.026
Stretch,1-Stretch,179.760,38.432,0.069,0.026
Stretch,1-Stretch,179.960,38.508,0.145,0.026
Stretch,1-Stretch,180.160,38.585,0.222,0.026
Stretch,1-Stretch,180.360,38.662,0.299,0.026
Stretch,1-Stretch,180.560,38.739,0.376,0.026
Stretch,1-Stretch,180.760,38.816,0.453,0.026
Stretch,1-Stretch,180.960,38.892,0.529,0.026
Stretch,1-Stretch,181.160,38.97,0.607,0.026
Stretch,1-Stretch,181.360,39.046,0.683,0.026
Stretch,1-Stretch,181.560,39.123,0.76,0.026
Stretch,1-Stretch,181.760,39.2,0.837,0.026
Stretch,1-Stretch,181.960,39.277,0.914,0.225
Stretch,1-Stretch,182.160,39.354,0.991,0.026
Stretch,1-Stretch,182.360,39.431,1.068,0.125
Stretch,1-Stretch,182.560,39.508,1.145,0.125
Stretch,1-Stretch,182.760,39.585,1.222,0.026
Stretch,1-Stretch,182.960,39.661,1.298,0.325
Stretch,1-Stretch,183.160,39.739,1.376,0.125
Stretch,1-Stretch,183.360,39.815,1.452,0.125
Stretch,1-Stretch,183.560,39.892,1.529,0.424
Stretch,1-Stretch,183.760,39.969,1.606,0.026
Stretch,1-Stretch,183.960,40.046,1.683,0.225
Stretch,1-Stretch,184.160,40.123,1.76,0.325
Stretch,1-Stretch,184.360,40.2,1.837,0.026
Stretch,1-Stretch,184.560,40.277,1.914,0.325
Stretch,1-Stretch,184.760,40.354,1.991,0.125
Stretch,1-Stretch,184.960,40.43,2.067,0.125
Stretch,1-Stretch,185.160,40.508,2.145,0.424
Stretch,1-Stretch,185.360,40.584,2.221,0.026
Stretch,1-Stretch,185.560,40.661,2.298,0.325
Stretch,1-Stretch,185.760,40.738,2.375,0.424
Stretch,1-Stretch,185.960,40.815,2.452,0.524
Stretch,1-Stretch,186.160,40.892,2.529,0.623
Stretch,1-Stretch,186.360,40.969,2.606,0.723
Stretch,1-Stretch,186.560,41.045,2.682,0.623
Stretch,1-Stretch,186.760,41.122,2.759,0.524
Stretch,1-Stretch,186.960,41.199,2.836,0.723
Stretch,1-Stretch,187.160,41.276,2.913,0.524
Stretch,1-Stretch,187.360,41.353,2.99,0.524
Stretch,1-Stretch,187.560,41.43,3.067,0.723
Stretch,1-Stretch,187.760,41.507,3.144,0.424
Stretch,1-Stretch,187.960,41.583,3.22,0.623
Stretch,1-Stretch,188.160,41.661,3.298,0.723
Stretch,1-Stretch,188.360,41.737,3.374,0.524
Stretch,1-Stretch,188.560,41.814,3.451,0.723
Stretch,1-Stretch,188.760,41.891,3.528,0.723
Stretch,1-Stretch,188.960,41.968,3.605,0.822
Stretch,1-Stretch,189.160,42.045,3.682,0.822
Stretch,1-Stretch,189.360,42.122,3.759,0.822
Stretch,1-Stretch,189.560,42.198,3.835,0.822
Stretch,1-Stretch,189.760,42.276,3.913,0.922
Stretch,1-Stretch,189.960,42.352,3.989,0.922
Stretch,1-Stretch,190.160,42.429,4.066,1.121
Stretch,1-Stretch,190.360,42.506,4.143,1.320
Stretch,1-Stretch,190.560,42.583,4.22,1.221
Stretch,1-Stretch,190.760,42.66,4.297,1.519
Stretch,1-Stretch,190.960,42.737,4.374,1.221
Stretch,1-Stretch,191.160,42.814,4.451,1.420
Stretch,1-Stretch,191.360,42.891,4.528,1.420
Stretch,1-Stretch,191.560,42.967,4.604,1.121
Stretch,1-Stretch,191.760,43.045,4.682,1.519
Stretch,1-Stretch,191.960,43.121,4.758,1.519
Stretch,1-Stretch,192.160,43.198,4.835,1.619
Stretch,1-Stretch,192.360,43.275,4.912,1.619
Stretch,1-Stretch,192.560,43.352,4.989,1.619
Stretch,1-Stretch,192.760,43.429,5.066,1.619
Stretch,1-Stretch,192.960,43.505,5.142,1.619
Stretch,1-Stretch,193.160,43.582,5.219,1.619
Stretch,1-Stretch,193.360,43.659,5.296,2.017
Stretch,1-Stretch,193.560,43.736,5.373,2.017
Stretch,1-Stretch,193.760,43.813,5.45,2.017
Stretch,1-Stretch,193.960,43.89,5.527,2.316
Stretch,1-Stretch,194.160,43.967,5.604,2.017
Stretch,1-Stretch,194.360,44.044,5.681,2.216
Stretch,1-Stretch,194.560,44.12,5.757,2.216
Stretch,1-Stretch,194.760,44.198,5.835,2.116
Stretch,1-Stretch,194.960,44.274,5.911,2.415
Stretch,1-Stretch,195.160,44.351,5.988,2.415
Stretch,1-Stretch,195.360,44.428,6.065,2.415
Stretch,1-Stretch,195.560,44.505,6.142,2.216
Stretch,1-Stretch,195.760,44.582,6.219,2.116
Stretch,1-Stretch,195.960,44.659,6.296,1.917
Stretch,1-Stretch,196.160,44.735,6.372,2.316
Stretch,1-Stretch,196.360,44.813,6.45,2.316
Stretch,1-Stretch,196.560,44.889,6.526,2.415
Stretch,1-Stretch,196.760,44.966,6.603,2.415
Stretch,1-Stretch,196.960,45.043,6.68,2.415
Stretch,1-Stretch,197.160,45.12,6.757,2.415
Stretch,1-Stretch,197.360,45.197,6.834,2.415
Stretch,1-Stretch,197.560,45.274,6.911,2.415
Stretch,1-Stretch,197.760,45.351,6.988,2.515
Stretch,1-Stretch,197.960,45.428,7.065,2.813
Stretch,1-Stretch,198.160,45.504,7.141,2.415
Stretch,1-Stretch,198.360,45.582,7.219,2.614
Stretch,1-Stretch,198.560,45.658,7.295,2.714
Stretch,1-Stretch,198.760,45.735,7.372,2.415
Stretch,1-Stretch,198.960,45.812,7.449,3.012
Stretch,1-Stretch,199.160,45.888,7.525,2.913
Stretch,1-Stretch,199.360,45.966,7.603,3.212
Stretch,1-Stretch,199.560,46.042,7.679,3.212
Stretch,1-Stretch,199.760,46.119,7.756,3.212
Stretch,1-Stretch,199.960,46.196,7.833,3.212
Stretch,1-Stretch,200.160,46.273,7.91,3.212
Stretch,1-Stretch,200.360,46.35,7.987,3.212
Stretch,1-Stretch,200.560,46.427,8.064,3.212
Stretch,1-Stretch,200.760,46.504,8.141,3.212
Stretch,1-Stretch,200.960,46.581,8.218,3.311
Stretch,1-Stretch,201.160,46.657,8.294,3.510
Stretch,1-Stretch,201.360,46.735,8.372,3.212
Stretch,1-Stretch,201.560,46.811,8.448,3.411
Stretch,1-Stretch,201.760,46.888,8.525,3.510
Stretch,1-Stretch,201.960,46.965,8.602,3.411
Stretch,1-Stretch,202.160,47.042,8.679,3.809
Stretch,1-Stretch,202.360,47.119,8.756,3.510
Stretch,1-Stretch,202.560,47.196,8.833,3.908
Stretch,1-Stretch,202.760,47.273,8.91,4.008
Stretch,1-Stretch,202.960,47.35,8.987,4.008
Stretch,1-Stretch,203.160,47.426,9.063,4.008
Stretch,1-Stretch,203.360,47.504,9.141,4.008
Stretch,1-Stretch,203.560,47.58,9.217,4.008
Stretch,1-Stretch,203.760,47.657,9.294,4.108
Stretch,1-Stretch,203.960,47.734,9.371,4.008
Stretch,1-Stretch,204.160,47.811,9.448,4.008
Stretch,1-Stretch,204.360,47.888,9.525,4.108
Stretch,1-Stretch,204.560,47.953,9.59,4.008
