SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch,1-Preload,7.600,36.945,0.088,0.026
Stretch,1-Preload,7.800,36.946,0.089,-0.074
Stretch,1-Preload,8.000,36.954,0.097,0.026
Stretch,1-Preload,8.200,36.954,0.097,0.026
Stretch,1-Preload,8.400,36.954,0.097,0.026
Stretch,1-Preload,8.600,36.961,0.104,0.026
Stretch,1-Preload,8.800,36.961,0.104,0.026
Stretch,1-Preload,9.000,36.961,0.104,0.026
Stretch,1-Preload,9.200,36.961,0.104,0.026
Stretch,1-Preload,9.400,36.962,0.105,-0.074
Stretch,1-Preload,9.600,36.97,0.113,0.026
Stretch,1-Preload,9.800,36.97,0.113,0.026
Stretch,1-Preload,10.000,36.97,0.113,0.026
Stretch,1-Preload,10.200,36.97,0.113,0.026
Stretch,1-Preload,10.400,36.97,0.113,0.026
Stretch,1-Preload,10.600,36.97,0.113,0.026
Stretch,1-Preload,10.800,36.97,0.113,0.026
Stretch,1-Preload,11.000,36.972,0.115,-0.074
Stretch,1-Preload,11.200,36.977,0.12,0.026
Stretch,1-Preload,11.400,36.977,0.12,0.026
Stretch,1-Preload,11.600,36.977,0.12,0.026
Stretch,1-Preload,11.800,36.983,0.126,0.026
Stretch,1-Preload,12.000,36.985,0.128,-0.074
Stretch,1-Preload,12.200,36.99,0.133,0.026
Stretch,1-Preload,12.400,36.99,0.133,0.026
Stretch,1-Preload,12.600,36.99,0.133,0.026
Stretch,1-Preload,12.800,36.997,0.14,0.026
Stretch,1-Preload,13.000,36.997,0.14,0.026
Stretch,1-Preload,13.200,36.997,0.14,0.026
Stretch,1-Preload,13.400,36.997,0.14,0.026
Stretch,1-Preload,13.600,36.997,0.14,0.026
Stretch,1-Preload,13.800,36.997,0.14,0.026
Stretch,1-Preload,14.000,36.997,0.14,0.026
Stretch,1-Preload,14.200,36.997,0.14,0.026
Stretch,1-Preload,14.400,36.997,0.14,0.026
Stretch,1-Preload,14.600,37.002,0.145,-0.074
Stretch,1-Preload,14.800,37.01,0.153,0.026
Stretch,1-Preload,15.000,37.019,0.162,0.026
Stretch,1-Preload,15.200,37.023,0.166,-0.074
Stretch,1-Preload,15.400,37.026,0.169,0.026
Stretch,1-Preload,15.600,37.032,0.175,0.026
Stretch,1-Preload,15.800,37.034,0.177,-0.074
Stretch,1-Preload,16.000,37.039,0.182,0.026
Stretch,1-Preload,16.200,37.045,0.188,0.026
Stretch,1-Preload,16.400,37.045,0.188,0.026
Stretch,1-Preload,16.600,37.052,0.195,0.026
Stretch,1-Preload,16.800,37.052,0.195,0.026
Stretch,1-Preload,17.000,37.052,0.195,0.026
Stretch,1-Preload,17.200,37.052,0.195,0.026
Stretch,1-Preload,17.400,37.054,0.197,-0.074
Stretch,1-Preload,17.600,37.059,0.202,0.026
Stretch,1-Preload,17.800,37.065,0.208,0.026
Stretch,1-Preload,18.000,37.065,0.208,0.026
Stretch,1-Preload,18.200,37.073,0.216,0.026
Stretch,1-Preload,18.400,37.076,0.219,-0.074
Stretch,1-Preload,18.600,37.08,0.223,0.026
Stretch,1-Preload,18.800,37.08,0.223,0.026
Stretch,1-Preload,19.000,37.082,0.225,-0.074
Stretch,1-Preload,19.200,37.086,0.229,0.026
Stretch,1-Preload,19.400,37.086,0.229,0.026
Stretch,1-Preload,19.600,37.086,0.229,0.026
Stretch,1-Preload,19.800,37.093,0.236,0.026
Stretch,1-Preload,20.000,37.094,0.237,-0.074
Stretch,1-Preload,20.200,37.1,0.243,0.026
Stretch,1-Preload,20.400,37.1,0.243,0.026
Stretch,1-Preload,20.600,37.1,0.243,0.026
Stretch,1-Preload,20.800,37.106,0.249,0.026
Stretch,1-Preload,21.000,37.106,0.249,0.026
Stretch,1-Preload,21.200,37.106,0.249,0.026
Stretch,1-Preload,21.400,37.106,0.249,0.026
Stretch,1-Preload,21.600,37.106,0.249,0.026
Stretch,1-Preload,21.800,37.106,0.249,0.026
Stretch,1-Preload,22.000,37.113,0.256,0.026
Stretch,1-Preload,22.200,37.113,0.256,0.026
Stretch,1-Preload,22.400,37.113,0.256,0.026
Stretch,1-Preload,22.600,37.118,0.261,-0.074
Stretch,1-Preload,22.800,37.119,0.262,0.026
Stretch,1-Preload,23.000,37.119,0.262,0.026
Stretch,1-Preload,23.200,37.121,0.264,-0.074
Stretch,1-Preload,23.400,37.126,0.269,0.026
Stretch,1-Preload,23.600,37.133,0.276,0.026
Stretch,1-Preload,23.800,37.133,0.276,0.026
Stretch,1-Preload,24.000,37.133,0.276,0.026
Stretch,1-Preload,24.200,37.139,0.282,0.026
Stretch,1-Preload,24.400,37.139,0.282,0.026
Stretch,1-Preload,24.600,37.139,0.282,0.026
Stretch,1-Preload,24.800,37.139,0.282,0.026
Stretch,1-Preload,25.000,37.139,0.282,0.026
Stretch,1-Preload,25.200,37.146,0.289,0.026
Stretch,1-Preload,25.400,37.146,0.289,-0.074
Stretch,1-Preload,25.600,37.152,0.295,0.026
Stretch,1-Preload,25.800,37.158,0.301,-0.074
Stretch,1-Preload,26.000,37.159,0.302,0.026
Stretch,1-Preload,26.200,37.166,0.309,0.026
Stretch,1-Preload,26.400,37.166,0.309,0.026
Stretch,1-Preload,26.600,37.166,0.309,0.026
Stretch,1-Preload,26.800,37.172,0.315,0.026
Stretch,1-Preload,27.000,37.172,0.315,0.026
Stretch,1-Preload,27.200,37.172,0.315,0.026
Stretch,1-Preload,27.400,37.177,0.32,-0.074
Stretch,1-Preload,27.600,37.179,0.322,0.026
Stretch,1-Preload,27.800,37.179,0.322,0.026
Stretch,1-Preload,28.000,37.181,0.324,-0.074
Stretch,1-Preload,28.200,37.185,0.328,0.026
Stretch,1-Preload,28.400,37.196,0.339,0.026
Stretch,1-Preload,28.600,37.196,0.339,0.026
Stretch,1-Preload,28.800,37.196,0.339,0.026
Stretch,1-Preload,29.000,37.196,0.339,0.026
Stretch,1-Preload,29.200,37.196,0.339,0.026
Stretch,1-Preload,29.400,37.204,0.347,0.026
Stretch,1-Preload,29.600,37.208,0.351,-0.074
Stretch,1-Preload,29.800,37.21,0.353,0.026
Stretch,1-Preload,30.000,37.217,0.36,0.026
Stretch,1-Preload,30.200,37.217,0.36,0.026
Stretch,1-Preload,30.400,37.217,0.36,0.026
Stretch,1-Preload,30.600,37.224,0.367,-0.173
Stretch,1-Preload,30.800,37.228,0.371,0.026
Stretch,1-Preload,31.000,37.228,0.371,0.026
Stretch,1-Preload,31.200,37.228,0.371,0.026
Stretch,1-Preload,31.400,37.228,0.371,0.026
Stretch,1-Preload,31.600,37.228,0.371,0.026
Stretch,1-Preload,31.800,37.228,0.371,-0.074
Stretch,1-Preload,32.000,37.234,0.377,0.026
Stretch,1-Preload,32.200,37.24,0.383,0.026
Stretch,1-Preload,32.400,37.241,0.384,0.026
Stretch,1-Preload,32.600,37.25,0.393,0.026
Stretch,1-Preload,32.800,37.252,0.395,-0.074
Stretch,1-Preload,33.000,37.257,0.4,0.026
Stretch,1-Preload,33.200,37.257,0.4,0.026
Stretch,1-Preload,33.400,37.257,0.4,0.026
Stretch,1-Preload,33.600,37.257,0.4,0.026
Stretch,1-Preload,33.800,37.263,0.406,0.026
Stretch,1-Preload,34.000,37.263,0.406,0.026
Stretch,1-Preload,34.200,37.263,0.406,0.026
Stretch,1-Preload,34.400,37.266,0.409,-0.074
Stretch,1-Preload,34.600,37.27,0.413,0.026
Stretch,1-Preload,34.800,37.27,0.413,0.026
Stretch,1-Preload,35.000,37.27,0.413,0.026
Stretch,1-Preload,35.200,37.276,0.419,0.026
Stretch,1-Preload,35.400,37.276,0.419,0.026
Stretch,1-Preload,35.600,37.276,0.419,0.026
Stretch,1-Preload,35.800,37.283,0.426,0.026
Stretch,1-Preload,36.000,37.283,0.426,0.026
Stretch,1-Preload,36.200,37.283,0.426,0.026
Stretch,1-Preload,36.400,37.29,0.433,0.026
Stretch,1-Preload,36.600,37.29,0.433,-0.074
Stretch,1-Preload,36.800,37.296,0.439,0.026
Stretch,1-Preload,37.000,37.303,0.446,0.026
Stretch,1-Preload,37.200,37.303,0.446,0.026
Stretch,1-Preload,37.400,37.309,0.452,0.026
Stretch,1-Preload,37.600,37.309,0.452,0.026
Stretch,1-Preload,37.800,37.309,0.452,0.026
Stretch,1-Preload,38.000,37.316,0.459,0.026
Stretch,1-Preload,38.200,37.317,0.46,-0.074
Stretch,1-Preload,38.400,37.324,0.467,0.026
Stretch,1-Preload,38.600,37.324,0.467,0.026
Stretch,1-Preload,38.800,37.324,0.467,0.026
Stretch,1-Preload,39.000,37.331,0.474,0.026
Stretch,1-Preload,39.200,37.335,0.478,-0.074
Stretch,1-Preload,39.400,37.337,0.48,0.026
Stretch,1-Preload,39.600,37.337,0.48,0.026
Stretch,1-Preload,39.800,37.337,0.48,0.026
Stretch,1-Preload,40.000,37.337,0.48,0.026
Stretch,1-Preload,40.200,37.342,0.485,-0.074
Stretch,1-Preload,40.400,37.344,0.487,0.026
Stretch,1-Preload,40.600,37.344,0.487,0.026
Stretch,1-Preload,40.800,37.344,0.487,0.026
Stretch,1-Preload,41.000,37.344,0.487,0.026
Stretch,1-Preload,41.200,37.352,0.495,0.026
Stretch,1-Preload,41.400,37.353,0.496,-0.074
Stretch,1-Preload,41.600,37.358,0.501,0.026
Stretch,1-Preload,41.800,37.365,0.508,0.026
Stretch,1-Preload,42.000,37.365,0.508,0.026
Stretch,1-Preload,42.200,37.365,0.508,0.026
Stretch,1-Preload,42.400,37.365,0.508,0.026
Stretch,1-Preload,42.600,37.365,0.508,0.026
Stretch,1-Preload,42.800,37.365,0.508,0.026
Stretch,1-Preload,43.000,37.365,0.508,0.026
Stretch,1-Preload,43.200,37.365,0.508,0.026
Stretch,1-Preload,43.400,37.365,0.508,0.026
Stretch,1-Preload,43.600,37.365,0.508,0.026
Stretch,1-Preload,43.800,37.365,0.508,0.026
Stretch,1-Preload,44.000,37.365,0.508,0.026
Stretch,1-Preload,44.200,37.365,0.508,0.026
Stretch,1-Preload,44.400,37.365,0.508,0.026
Stretch,1-Preload,44.600,37.365,0.508,0.026
Stretch,1-Preload,44.800,37.365,0.508,0.026
Stretch,1-Preload,45.000,37.365,0.508,0.026
Stretch,1-Preload,45.200,37.365,0.508,0.026
Stretch,1-Preload,45.400,37.375,0.518,0.026
Stretch,1-Preload,45.600,37.377,0.52,-0.074
Stretch,1-Preload,45.800,37.382,0.525,0.026
Stretch,1-Preload,46.000,37.382,0.525,0.026
Stretch,1-Preload,46.200,37.382,0.525,0.026
Stretch,1-Preload,46.400,37.382,0.525,0.026
Stretch,1-Preload,46.600,37.382,0.525,0.026
Stretch,1-Preload,46.800,37.382,0.525,0.026
Stretch,1-Preload,47.000,37.391,0.534,0.026
Stretch,1-Preload,47.200,37.394,0.537,-0.074
Stretch,1-Preload,47.400,37.398,0.541,0.026
Stretch,1-Preload,47.600,37.408,0.551,0.026
Stretch,1-Preload,47.800,37.408,0.551,0.026
Stretch,1-Preload,48.000,37.408,0.551,0.026
Stretch,1-Preload,48.200,37.408,0.551,0.026
Stretch,1-Preload,48.400,37.408,0.551,0.026
Stretch,1-Preload,48.600,37.408,0.551,0.026
Stretch,1-Preload,48.800,37.408,0.551,0.026
Stretch,1-Preload,49.000,37.408,0.551,0.026
Stretch,1-Preload,49.200,37.415,0.558,0.026
Stretch,1-Preload,49.400,37.415,0.558,0.026
Stretch,1-Preload,49.600,37.422,0.565,0.026
Stretch,1-Preload,49.800,37.422,0.565,0.026
Stretch,1-Preload,50.000,37.422,0.565,0.026
Stretch,1-Preload,50.200,37.422,0.565,0.026
Stretch,1-Preload,50.400,37.426,0.569,-0.074
Stretch,1-Preload,50.600,37.428,0.571,0.026
Stretch,1-Preload,50.800,37.428,0.571,0.026
Stretch,1-Preload,51.000,37.428,0.571,0.026
Stretch,1-Preload,51.200,37.428,0.571,0.026
Stretch,1-Preload,51.400,37.428,0.571,0.026
Stretch,1-Preload,51.600,37.428,0.571,0.026
Stretch,1-Preload,51.800,37.428,0.571,0.026
Stretch,1-Preload,52.000,37.428,0.571,0.026
Stretch,1-Preload,52.200,37.428,0.571,0.026
Stretch,1-Preload,52.400,37.428,0.571,0.026
Stretch,1-Preload,52.600,37.428,0.571,0.026
Stretch,1-Preload,52.800,37.428,0.571,0.026
Stretch,1-Preload,53.000,37.428,0.571,0.026
Stretch,1-Preload,53.200,37.428,0.571,0.026
Stretch,1-Preload,53.400,37.428,0.571,0.026
Stretch,1-Preload,53.600,37.428,0.571,0.026
Stretch,1-Preload,53.800,37.428,0.571,0.026
Stretch,1-Preload,54.000,37.435,0.578,0.026
Stretch,1-Preload,54.200,37.435,0.578,0.026
Stretch,1-Preload,54.400,37.435,0.578,0.026
Stretch,1-Preload,54.600,37.435,0.578,0.026
Stretch,1-Preload,54.800,37.435,0.578,0.026
Stretch,1-Preload,55.000,37.441,0.584,0.026
Stretch,1-Preload,55.200,37.445,0.588,-0.173
Stretch,1-Preload,55.400,37.452,0.595,0.026
Stretch,1-Preload,55.600,37.452,0.595,0.026
Stretch,1-Preload,55.800,37.452,0.595,0.026
Stretch,1-Preload,56.000,37.452,0.595,0.026
Stretch,1-Preload,56.200,37.459,0.602,0.026
Stretch,1-Preload,56.400,37.46,0.603,0.026
Stretch,1-Preload,56.600,37.467,0.61,0.026
Stretch,1-Preload,56.800,37.467,0.61,0.026
Stretch,1-Preload,57.000,37.467,0.61,0.026
Stretch,1-Preload,57.200,37.467,0.61,0.026
Stretch,1-Preload,57.400,37.467,0.61,0.026
Stretch,1-Preload,57.600,37.467,0.61,0.026
Stretch,1-Preload,57.800,37.467,0.61,0.026
Stretch,1-Preload,58.000,37.467,0.61,0.026
Stretch,1-Preload,58.200,37.467,0.61,0.026
Stretch,1-Preload,58.400,37.471,0.614,-0.074
Stretch,1-Preload,58.600,37.474,0.617,0.026
Stretch,1-Preload,58.800,37.474,0.617,0.026
Stretch,1-Preload,59.000,37.474,0.617,0.026
Stretch,1-Preload,59.200,37.481,0.624,0.026
Stretch,1-Preload,59.400,37.481,0.624,0.026
Stretch,1-Preload,59.600,37.481,0.624,0.026
Stretch,1-Preload,59.800,37.481,0.624,0.026
Stretch,1-Preload,60.000,37.481,0.624,0.026
Stretch,1-Preload,60.200,37.481,0.624,0.026
Stretch,1-Preload,60.400,37.481,0.624,0.026
Stretch,1-Preload,60.600,37.481,0.624,0.026
Stretch,1-Preload,60.800,37.481,0.624,0.026
Stretch,1-Preload,61.000,37.481,0.624,0.026
Stretch,1-Preload,61.200,37.481,0.624,0.026
Stretch,1-Preload,61.400,37.481,0.624,0.026
Stretch,1-Preload,61.600,37.481,0.624,0.026
Stretch,1-Preload,61.800,37.481,0.624,0.026
Stretch,1-Preload,62.000,37.481,0.624,0.026
Stretch,1-Preload,62.200,37.481,0.624,0.026
Stretch,1-Preload,62.400,37.481,0.624,0.026
Stretch,1-Preload,62.600,37.481,0.624,0.026
Stretch,1-Preload,62.800,37.481,0.624,0.026
Stretch,1-Preload,63.000,37.481,0.624,0.026
Stretch,1-Preload,63.200,37.481,0.624,0.026
Stretch,1-Preload,63.400,37.481,0.624,0.026
Stretch,1-Preload,63.600,37.481,0.624,0.026
Stretch,1-Preload,63.800,37.481,0.624,0.026
Stretch,1-Preload,64.000,37.488,0.631,0.026
Stretch,1-Preload,64.200,37.488,0.631,0.026
Stretch,1-Preload,64.400,37.488,0.631,0.026
Stretch,1-Preload,64.600,37.488,0.631,0.026
Stretch,1-Preload,64.800,37.492,0.635,-0.074
Stretch,1-Preload,65.000,37.494,0.637,0.026
Stretch,1-Preload,65.200,37.494,0.637,0.026
Stretch,1-Preload,65.400,37.494,0.637,0.026
Stretch,1-Preload,65.600,37.494,0.637,0.026
Stretch,1-Preload,65.800,37.494,0.637,0.026
Stretch,1-Preload,66.000,37.494,0.637,0.026
Stretch,1-Preload,66.200,37.504,0.647,0.026
Stretch,1-Preload,66.400,37.504,0.647,0.026
Stretch,1-Preload,66.600,37.504,0.647,0.026
Stretch,1-Preload,66.800,37.504,0.647,0.026
Stretch,1-Preload,67.000,37.504,0.647,0.026
Stretch,1-Preload,67.200,37.504,0.647,0.026
Stretch,1-Preload,67.400,37.509,0.652,0.026
Stretch,1-Preload,67.600,37.51,0.653,0.026
Stretch,1-Preload,67.800,37.517,0.66,0.026
Stretch,1-Preload,68.000,37.517,0.66,0.026
Stretch,1-Preload,68.200,37.517,0.66,0.026
Stretch,1-Preload,68.400,37.517,0.66,0.026
Stretch,1-Preload,68.600,37.517,0.66,0.026
Stretch,1-Preload,68.800,37.517,0.66,0.026
Stretch,1-Preload,69.000,37.522,0.665,0.026
Stretch,1-Preload,69.200,37.523,0.666,0.026
Stretch,1-Preload,69.400,37.53,0.673,0.026
Stretch,1-Preload,69.600,37.53,0.673,0.026
Stretch,1-Preload,69.800,37.53,0.673,0.026
Stretch,1-Preload,70.000,37.538,0.681,0.026
Stretch,1-Preload,70.200,37.538,0.681,0.026
Stretch,1-Preload,70.400,37.538,0.681,0.026
Stretch,1-Preload,70.600,37.543,0.686,-0.074
Stretch,1-Preload,70.800,37.544,0.687,0.026
Stretch,1-Preload,71.000,37.544,0.687,0.026
Stretch,1-Preload,71.200,37.548,0.691,-0.074
Stretch,1-Preload,71.400,37.552,0.695,0.026
Stretch,1-Preload,71.600,37.559,0.702,0.026
Stretch,1-Preload,71.800,37.559,0.702,0.026
Stretch,1-Preload,72.000,37.559,0.702,0.026
Stretch,1-Preload,72.200,37.566,0.709,-0.173
Stretch,1-Preload,72.400,37.57,0.713,0.026
Stretch,1-Preload,72.600,37.576,0.719,0.026
Stretch,1-Preload,72.800,37.581,0.724,-0.074
Stretch,1-Preload,73.000,37.583,0.726,0.026
Stretch,1-Preload,73.200,37.583,0.726,0.026
Stretch,1-Preload,73.400,37.583,0.726,0.026
Stretch,1-Preload,73.600,37.583,0.726,0.026
Stretch,1-Preload,73.800,37.583,0.726,0.026
Stretch,1-Preload,74.000,37.583,0.726,0.026
Stretch,1-Preload,74.200,37.589,0.732,0.026
Stretch,1-Preload,74.400,37.593,0.736,-0.074
Stretch,1-Preload,74.600,37.596,0.739,0.026
Stretch,1-Preload,74.800,37.596,0.739,0.026
Stretch,1-Preload,75.000,37.596,0.739,0.026
Stretch,1-Preload,75.200,37.596,0.739,0.026
Stretch,1-Preload,75.400,37.601,0.744,-0.074
Stretch,1-Preload,75.600,37.603,0.746,0.026
Stretch,1-Preload,75.800,37.603,0.746,0.026
Stretch,1-Preload,76.000,37.603,0.746,0.026
Stretch,1-Preload,76.200,37.603,0.746,0.026
Stretch,1-Preload,76.400,37.609,0.752,0.026
Stretch,1-Preload,76.600,37.609,0.752,0.026
Stretch,1-Preload,76.800,37.616,0.759,0.026
Stretch,1-Preload,77.000,37.621,0.764,-0.074
Stretch,1-Preload,77.200,37.622,0.765,0.026
Stretch,1-Preload,77.400,37.622,0.765,0.026
Stretch,1-Preload,77.600,37.626,0.769,-0.074
Stretch,1-Preload,77.800,37.629,0.772,0.026
Stretch,1-Preload,78.000,37.629,0.772,0.026
Stretch,1-Preload,78.200,37.629,0.772,0.026
Stretch,1-Preload,78.400,37.636,0.779,0.026
Stretch,1-Preload,78.600,37.636,0.779,0.026
Stretch,1-Preload,78.800,37.636,0.779,0.026
Stretch,1-Preload,79.000,37.642,0.785,0.026
Stretch,1-Preload,79.200,37.642,0.785,0.026
Stretch,1-Preload,79.400,37.642,0.785,0.026
Stretch,1-Preload,79.600,37.649,0.792,0.026
Stretch,1-Preload,79.800,37.649,0.792,0.026
Stretch,1-Preload,80.000,37.649,0.792,0.026
Stretch,1-Preload,80.200,37.655,0.798,0.026
Stretch,1-Preload,80.400,37.655,0.798,0.026
Stretch,1-Preload,80.600,37.655,0.798,0.026
Stretch,1-Preload,80.800,37.657,0.8,-0.074
Stretch,1-Preload,81.000,37.662,0.805,0.026
Stretch,1-Preload,81.200,37.662,0.805,0.026
Stretch,1-Preload,81.400,37.663,0.806,-0.074
Stretch,1-Preload,81.600,37.67,0.813,0.026
Stretch,1-Preload,81.800,37.67,0.813,0.026
Stretch,1-Preload,82.000,37.67,0.813,0.026
Stretch,1-Preload,82.200,37.676,0.819,0.026
Stretch,1-Preload,82.400,37.676,0.819,0.026
Stretch,1-Preload,82.600,37.676,0.819,0.026
Stretch,1-Preload,82.800,37.676,0.819,0.026
Stretch,1-Preload,83.000,37.676,0.819,0.026
Stretch,1-Preload,83.200,37.676,0.819,0.026
Stretch,1-Preload,83.400,37.676,0.819,0.026
Stretch,1-Preload,83.600,37.676,0.819,0.026
Stretch,1-Preload,83.800,37.676,0.819,0.026
Stretch,1-Preload,84.000,37.678,0.821,-0.074
Stretch,1-Preload,84.200,37.683,0.826,0.026
Stretch,1-Preload,84.400,37.69,0.833,0.026
Stretch,1-Preload,84.600,37.69,0.833,-0.074
Stretch,1-Preload,84.800,37.696,0.839,0.026
Stretch,1-Preload,85.000,37.696,0.839,0.026
Stretch,1-Preload,85.200,37.696,0.839,0.026
Stretch,1-Preload,85.400,37.696,0.839,0.026
Stretch,1-Preload,85.600,37.696,0.839,0.026
Stretch,1-Preload,85.800,37.696,0.839,0.026
Stretch,1-Preload,86.000,37.696,0.839,0.026
Stretch,1-Preload,86.200,37.696,0.839,0.026
Stretch,1-Preload,86.400,37.696,0.839,0.026
Stretch,1-Preload,86.600,37.702,0.845,-0.074
Stretch,1-Preload,86.800,37.703,0.846,0.026
Stretch,1-Preload,87.000,37.703,0.846,0.026
Stretch,1-Preload,87.200,37.703,0.846,0.026
Stretch,1-Preload,87.400,37.703,0.846,0.026
Stretch,1-Preload,87.600,37.703,0.846,0.026
Stretch,1-Preload,87.800,37.703,0.846,0.026
Stretch,1-Preload,88.000,37.703,0.846,0.026
Stretch,1-Preload,88.200,37.703,0.846,0.026
Stretch,1-Preload,88.400,37.703,0.846,0.026
Stretch,1-Preload,88.600,37.703,0.846,0.026
Stretch,1-Preload,88.800,37.707,0.85,-0.074
Stretch,1-Preload,89.000,37.709,0.852,0.026
Stretch,1-Preload,89.200,37.716,0.859,0.026
Stretch,1-Preload,89.400,37.716,0.859,0.026
Stretch,1-Preload,89.600,37.716,0.859,0.026
Stretch,1-Preload,89.800,37.716,0.859,0.026
Stretch,1-Preload,90.000,37.716,0.859,0.026
Stretch,1-Preload,90.200,37.716,0.859,0.026
Stretch,1-Preload,90.400,37.72,0.863,0.026
Stretch,1-Preload,90.600,37.72,0.863,0.026
Stretch,1-Preload,90.800,37.72,0.863,0.026
Stretch,1-Preload,91.000,37.72,0.863,0.026
Stretch,1-Preload,91.200,37.72,0.863,0.026
Stretch,1-Preload,91.400,37.725,0.868,-0.074
Stretch,1-Preload,91.600,37.727,0.87,0.026
Stretch,1-Preload,91.800,37.727,0.87,0.026
Stretch,1-Preload,92.000,37.729,0.872,-0.074
Stretch,1-Preload,92.200,37.733,0.876,0.026
Stretch,1-Preload,92.400,37.733,0.876,0.026
Stretch,1-Preload,92.600,37.733,0.876,0.026
Stretch,1-Preload,92.800,37.733,0.876,0.026
Stretch,1-Preload,93.000,37.733,0.876,0.026
Stretch,1-Preload,93.200,37.733,0.876,0.026
Stretch,1-Preload,93.400,37.733,0.876,0.026
Stretch,1-Preload,93.600,37.737,0.88,-0.074
Stretch,1-Preload,93.800,37.741,0.884,0.026
Stretch,1-Preload,94.000,37.748,0.891,0.026
Stretch,1-Preload,94.200,37.748,0.891,0.026
Stretch,1-Preload,94.400,37.754,0.897,0.026
Stretch,1-Preload,94.600,37.76,0.903,-0.074
Stretch,1-Preload,94.800,37.761,0.904,0.026
Stretch,1-Preload,95.000,37.761,0.904,0.026
Stretch,1-Preload,95.200,37.761,0.904,0.026
Stretch,1-Preload,95.400,37.761,0.904,0.026
Stretch,1-Preload,95.600,37.771,0.914,0.026
Stretch,1-Preload,95.800,37.771,0.914,0.026
Stretch,1-Preload,96.000,37.771,0.914,0.026
Stretch,1-Preload,96.200,37.779,0.922,-0.074
Stretch,1-Preload,96.400,37.781,0.924,0.026
Stretch,1-Preload,96.600,37.781,0.924,0.026
Stretch,1-Preload,96.800,37.783,0.926,-0.074
Stretch,1-Preload,97.000,37.787,0.93,0.026
Stretch,1-Preload,97.200,37.787,0.93,0.026
Stretch,1-Preload,97.400,37.787,0.93,0.026
Stretch,1-Preload,97.600,37.787,0.93,0.026
Stretch,1-Preload,97.800,37.793,0.936,-0.074
Stretch,1-Preload,98.000,37.794,0.937,0.026
Stretch,1-Preload,98.200,37.801,0.944,0.026
Stretch,1-Preload,98.400,37.802,0.945,-0.074
Stretch,1-Preload,98.600,37.807,0.95,0.026
Stretch,1-Preload,98.800,37.807,0.95,0.026
Stretch,1-Preload,99.000,37.807,0.95,0.026
Stretch,1-Preload,99.200,37.807,0.95,0.026
Stretch,1-Preload,99.400,37.807,0.95,0.026
Stretch,1-Preload,99.600,37.807,0.95,0.026
Stretch,1-Preload,99.800,37.807,0.95,0.026
Stretch,1-Preload,100.000,37.807,0.95,0.026
Stretch,1-Preload,100.200,37.807,0.95,0.026
Stretch,1-Preload,100.400,37.815,0.958,0.026
Stretch,1-Preload,100.600,37.815,0.958,0.026
Stretch,1-Preload,100.800,37.822,0.965,0.026
Stretch,1-Preload,101.000,37.827,0.97,-0.074
Stretch,1-Preload,101.200,37.828,0.971,0.026
Stretch,1-Preload,101.400,37.835,0.978,0.026
Stretch,1-Preload,101.600,37.837,0.98,-0.074
Stretch,1-Preload,101.800,37.841,0.984,0.026
Stretch,1-Preload,102.000,37.841,0.984,0.026
Stretch,1-Preload,102.200,37.841,0.984,0.026
Stretch,1-Preload,102.400,37.841,0.984,0.026
