# Stretch,Cauchy_stress
1.000000000000000000e+00,-2.772262295933772443e-03
1.001694537346711211e+00,-2.776959997929111593e-03
1.003701226309921868e+00,1.303810808106753774e-02
1.005707915273132746e+00,-1.067438691392393231e-02
1.007714604236343181e+00,5.188205661574441484e-03
1.009721293199554060e+00,1.311630892480950342e-02
1.011727982162764716e+00,-1.073828272527407174e-02
1.013712374581939857e+00,1.316815318788288128e-02
1.015741360089186029e+00,-2.815901474995739350e-03
1.017748049052396908e+00,-2.821464543148115550e-03
1.019732441471571827e+00,2.132339917285950084e-02
1.021739130434782705e+00,-1.084453909303782770e-02
1.023745819397993362e+00,5.270742166368495504e-03
1.025752508361204018e+00,5.281073578651478140e-03
1.027759197324414675e+00,-1.090843490438796540e-02
1.029765886287625332e+00,1.337668877119478107e-02
1.031772575250835988e+00,-2.860344208346383456e-03
1.033756967670011129e+00,-2.865845464630399804e-03
1.035763656633221785e+00,2.165862436156150428e-02
1.037770345596432442e+00,-1.101469127215171789e-02
1.039777034559643321e+00,5.353278671162548658e-03
1.041783723522853755e+00,1.353280082592410796e-02
1.043790412486064634e+00,-1.107858708350185906e-02
1.045797101449275512e+00,1.358493472175208855e-02
1.047781493868450431e+00,5.394489526824669534e-03
1.049788182831661087e+00,-2.910288197981043476e-03
1.051817168338907482e+00,1.366313556549404729e-02
1.053801560758082401e+00,-1.118484345126561329e-02
1.055808249721293279e+00,5.435815175956601811e-03
1.057814938684503714e+00,1.374104677648141024e-02
1.059821627647714593e+00,-1.124873926261575272e-02
1.061828316610925249e+00,1.379318067230938735e-02
1.063835005574135906e+00,-2.949229675047671667e-03
1.065819397993311046e+00,-2.954730931331687582e-03
1.067826086956521703e+00,2.232907473896550074e-02
1.069832775919732359e+00,-1.135499563037950695e-02
1.071839464882943238e+00,5.518351680750654964e-03
1.073846153846153895e+00,1.394929272703871771e-02
1.075852842809364551e+00,-1.141889144172964811e-02
1.077859531772575208e+00,1.400142662286669136e-02
1.079843924191750126e+00,5.559562536412774973e-03
1.081850613154961005e+00,-2.999173664682331687e-03
1.083857302118171662e+00,2.266429992766750071e-02
1.085863991081382318e+00,-1.152514780949340061e-02
1.087870680044592975e+00,5.600888185544707250e-03
1.089877369007803853e+00,5.611219597827690753e-03
1.091884057971014288e+00,-1.158904362084354177e-02
1.093890746934225167e+00,1.420967257342399710e-02
1.095897435897436045e+00,5.642213834676640394e-03
1.097904124860646480e+00,5.652545246959622162e-03
1.099888517279821620e+00,1.428758378441135832e-02
1.101895206243032277e+00,-3.054742534337726457e-03
1.103901895206242934e+00,1.433971768023933370e-02
1.105908584169453812e+00,1.436578462815332226e-02
1.107915273132664247e+00,5.704087514904725674e-03
1.109921962095875125e+00,2.320933225811623243e-02
1.111928651059085782e+00,1.444398547189528446e-02
1.113913043478260922e+00,1.446976278705467377e-02
1.115919732441471579e+00,2.333475030507150758e-02
1.117948717948717974e+00,2.337717797151362201e-02
1.119933110367892892e+00,1.454796363079663771e-02
1.121939799331103771e+00,2.346063459011954455e-02
1.123946488294314427e+00,5.003204152416483586e-02
1.125953177257525084e+00,3.237376648937506651e-02
1.127959866220735741e+00,4.136575090607042676e-02
1.129966555183946397e+00,5.030002246430497620e-02
1.131973244147157054e+00,1.470436531828056385e-02
1.133957636566332194e+00,4.158570755660181972e-02
1.135964325529542851e+00,3.266161023189927126e-02
1.137971014492753508e+00,2.379585977882154452e-02
1.139977703455964386e+00,5.074566484253803522e-02
1.141984392419175043e+00,2.387978263552023583e-02
1.143991081382385699e+00,4.195366477868036487e-02
1.145997770345596578e+00,4.202725622309608222e-02
1.147982162764771497e+00,2.400520068247550751e-02
1.149988851727982153e+00,5.119130722077109424e-02
1.151995540691192810e+00,3.312254486636451861e-02
1.154002229654403466e+00,3.318024183034486846e-02
1.156008918617614345e+00,5.145928816091123459e-02
1.158015607580824780e+00,5.154861514095793878e-02
1.160000000000000142e+00,6.082501892267035831e-02
1.162028985507246315e+00,6.093140951049111353e-02
1.164035674470456971e+00,6.103663097097318524e-02
1.166020066889632112e+00,6.114068330411658037e-02
1.168026755852842768e+00,6.124590476459864513e-02
1.170033444816053425e+00,6.135112622508071684e-02
1.172040133779264304e+00,6.145634768556280936e-02
1.174046822742474960e+00,6.156156914604486718e-02
1.176053511705685617e+00,6.166679060652694583e-02
1.178060200668896274e+00,6.177201206700900366e-02
1.180044593088071192e+00,6.187606440015238490e-02
1.182051282051282071e+00,6.198128586063447049e-02
1.184057971014492727e+00,6.208650732111654913e-02
1.186064659977703384e+00,6.219172878159861390e-02
1.188071348940914040e+00,7.170736568650373788e-02
1.190078037904124919e+00,9.058683837788944482e-02
1.192084726867335576e+00,1.095295711014078466e-01
1.194069119286510494e+00,1.097118984525352337e-01
1.196098104793756889e+00,9.104507624884082551e-02
1.198104793756967545e+00,1.289675758352920310e-01
1.200089186176142686e+00,1.102650263716857121e-01
1.202095875139353343e+00,1.009279021426034706e-01
1.204102564102563999e+00,1.296131937360958941e-01
1.206109253065774878e+00,1.012648651278330869e-01
1.208115942028985312e+00,1.204760220708904067e-01
1.210122630992196191e+00,1.302612117034454564e-01
1.212129319955406848e+00,1.208762450882527456e-01
1.214113712374581988e+00,1.306908236151327618e-01
1.216120401337792645e+00,1.404430887144925977e-01
1.218127090301003301e+00,1.406748302392401007e-01
1.220133779264213958e+00,1.409065717639876314e-01
1.222140468227424837e+00,1.411383132887351621e-01
1.224147157190635493e+00,1.413700548134826929e-01
1.226153846153846150e+00,1.416017963382302236e-01
1.228160535117056806e+00,1.515614897054316235e-01
